Country Name,Country Code,Time,Time Code,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990) [EN.GHG.CO2.ZG.AR5],Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e) [EN.GHG.CO2.MT.CE.AR5],Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita) [EN.GHG.CO2.PC.CE.AR5],Renewable energy consumption (% of total final energy consumption) [EG.FEC.RNEW.ZS],"Access to electricity, rural (% of rural population) [EG.ELC.ACCS.RU.ZS]","Access to electricity, urban (% of urban population) [EG.ELC.ACCS.UR.ZS]",Forest area (sq. km) [AG.LND.FRST.K2]
Syrian Arab Republic,SYR,2022,YR2022,-23.36274444,25.2929,1.126021957,..,75,100,5220.8
Syrian Arab Republic,SYR,2023,YR2023,-22.44768721,25.5949,1.084776815,..,..,..,..
Tajikistan,TJK,2021,YR2021,-23.89144972,9.3784,0.940953804,34.9,99.8,98.9,4248
Tajikistan,TJK,2022,YR2022,-25.47068753,9.1838,0.901944585,..,100,99,4258
Tajikistan,TJK,2023,YR2023,-24.46114393,9.3082,0.895897986,..,..,..,..
Tanzania,TZA,2021,YR2021,826.0402169,19.2959,0.30711083,78.3,23.3,77.3,452760
Tanzania,TZA,2022,YR2022,810.9516725,18.9815,0.293323534,..,36,74.7,448070
Tanzania,TZA,2023,YR2023,829.7643615,19.3735,0.290816515,..,..,..,..
Thailand,THA,2021,YR2021,180.4928868,267.4912,3.729278541,19,100,99.8,198370
Thailand,THA,2022,YR2022,189.2777936,275.8689,3.845649053,..,100,100,198010
Thailand,THA,2023,YR2023,187.4858307,274.16,3.82358005,..,..,..,..
Timor-Leste,TLS,2021,YR2021,39064.70588,0.6658,0.493134411,12.1,100,100,9197
Timor-Leste,TLS,2022,YR2022,41788.23529,0.7121,0.520048638,11.4,100,100,9183
Timor-Leste,TLS,2023,YR2023,41247.05882,0.7029,0.507770793,..,..,..,..
Togo,TGO,2021,YR2021,225.957334,2.46,0.277077606,75.1,24.7,96.3,12063.1
Togo,TGO,2022,YR2022,235.245793,2.5301,0.278346857,..,25,96.5,12033.5
Togo,TGO,2023,YR2023,230.2769312,2.4926,0.267896573,..,..,..,..
Tonga,TON,2021,YR2021,124.6376812,0.2015,1.910133662,1.8,100,100,89.5
Tonga,TON,2022,YR2022,137.1237458,0.2127,2.024904324,2.3,100,100,89.5
Tonga,TON,2023,YR2023,145.2619844,0.22,2.103310802,..,..,..,..
Trinidad and Tobago,TTO,2021,YR2021,126.2201523,28.6587,20.95611301,0.5,100,100,2277.7
Trinidad and Tobago,TTO,2022,YR2022,120.4159924,27.9234,20.4446462,..,100,100,2273.5
Trinidad and Tobago,TTO,2023,YR2023,114.8336425,27.2162,19.90201169,..,..,..,..
Tunisia,TUN,2021,YR2021,109.9448299,31.0141,2.574078596,11.6,99.7,100,7042.6
Tunisia,TUN,2022,YR2022,106.1797258,30.4579,2.513166153,..,99.7,100,7057.9
Tunisia,TUN,2023,YR2023,113.2171264,31.4975,2.58167109,..,..,..,..
Turkiye,TUR,2021,YR2021,196.8951569,460.6554,5.474391947,12,100,100,223763.6
Turkiye,TUR,2022,YR2022,179.5516945,433.7457,5.104096776,..,100,100,225323.6
Turkiye,TUR,2023,YR2023,182.4970224,438.3156,5.136954501,..,..,..,..
Turkmenistan,TKM,2021,YR2021,42.8852492,65.2897,9.206049653,0.1,100,100,41270
Turkmenistan,TKM,2022,YR2022,45.79505316,66.6193,9.214041728,..,100,100,41270
Turkmenistan,TKM,2023,YR2023,44.41280874,65.9877,8.960317135,..,..,..,..
Turks and Caicos Islands,TCA,2021,YR2021,1848,0.0974,2.152819221,0.8,100,100,105.2
Turks and Caicos Islands,TCA,2022,YR2022,1856,0.0978,2.133182106,0.8,100,100,105.2
Turks and Caicos Islands,TCA,2023,YR2023,1962,0.1031,2.231698342,..,..,..,..
Tuvalu,TUV,2021,YR2021,..,0,0,5,99.1,100,10
Tuvalu,TUV,2022,YR2022,..,0,0,5.2,99.1,100,10
Tuvalu,TUV,2023,YR2023,..,0,0,..,..,..,..
Uganda,UGA,2021,YR2021,812.5993736,7.5764,0.165023884,91,35.9,72.3,22966.433
Uganda,UGA,2022,YR2022,769.7904119,7.221,0.152622807,90.9,35.9,72,22553.911
Uganda,UGA,2023,YR2023,769.3567815,7.2174,0.148333419,..,..,..,..
Ukraine,UKR,2021,YR2021,-75.29677178,194.0549,4.380606267,8.9,100,100,96960
Ukraine,UKR,2022,YR2022,-82.38985,138.3356,3.370030661,..,100,100,97020
Ukraine,UKR,2023,YR2023,-82.66197964,136.1979,3.609532557,..,..,..,..
United Arab Emirates,ARE,2021,YR2021,253.8997954,201.3251,21.02578633,1,100,100,3173
United Arab Emirates,ARE,2022,YR2022,263.6987674,206.8995,20.5359774,..,100,100,3173
United Arab Emirates,ARE,2023,YR2023,262.1022859,205.9913,19.64862576,..,..,..,..
United Kingdom,GBR,2021,YR2021,-41.70243273,339.4953,5.065106391,12.2,100,100,31986.667
United Kingdom,GBR,2022,YR2022,-43.76899419,327.4607,4.830445044,..,100,99.9,32069
United Kingdom,GBR,2023,YR2023,-48.12332467,302.1033,4.419945867,..,..,..,..
United States,USA,2021,YR2021,-4.587387502,4755.1838,14.32073016,10.9,100,100,3097950
United States,USA,2022,YR2022,-3.956408455,4786.6306,14.36255989,..,100,100,3097950
United States,USA,2023,YR2023,-6.055027574,4682.0394,13.97978851,..,..,..,..
Uruguay,URY,2021,YR2021,116.6950207,8.5341,2.512471682,57.8,100,100,20520
Uruguay,URY,2022,YR2022,121.1715715,8.7104,2.568747709,..,100,100,20730
Uruguay,URY,2023,YR2023,123.8859406,8.8173,2.602446636,..,..,..,..
Uzbekistan,UZB,2021,YR2021,4.568044338,133.6938,3.904187212,1,99.8,100,37155
Uzbekistan,UZB,2022,YR2022,8.648968271,138.9114,3.975831561,..,100,100,37413.4
Uzbekistan,UZB,2023,YR2023,7.857984223,137.9001,3.867915196,..,..,..,..
Vanuatu,VUT,2021,YR2021,156.6829268,0.2631,0.860174977,24.6,60.7,97,4423
Vanuatu,VUT,2022,YR2022,171.0243902,0.2778,0.887409518,25,60.7,97,4423
Vanuatu,VUT,2023,YR2023,180.2926829,0.2873,0.896666448,..,..,..,..
"Venezuela, RB",VEN,2021,YR2021,-30.61181317,71.1775,2.520643763,33.7,99.9,100,461733.6
"Venezuela, RB",VEN,2022,YR2022,-24.10997605,77.847,2.759258253,..,100,100,461267.8
"Venezuela, RB",VEN,2023,YR2023,-17.53131985,84.5953,2.989143013,..,..,..,..
Viet Nam,VNM,2021,YR2021,1557.982842,341.1051,3.447766333,24.2,100,100,147189.9
Viet Nam,VNM,2022,YR2022,1479.219384,324.9007,3.259415781,..,100,100,147948.9
Viet Nam,VNM,2023,YR2023,1712.761562,372.9485,3.71639615,..,..,..,..
Virgin Islands (U.S.),VIR,2021,YR2021,0,0.0002,0.001889109,5.9,100,100,200.6
Virgin Islands (U.S.),VIR,2022,YR2022,0,0.0002,0.001897299,5.9,100,100,202.1
Virgin Islands (U.S.),VIR,2023,YR2023,0,0.0002,0.001906269,..,..,..,..
West Bank and Gaza,PSE,2021,YR2021,..,..,..,15.4,100,100,101.4
West Bank and Gaza,PSE,2022,YR2022,..,..,..,15.4,100,100,..
West Bank and Gaza,PSE,2023,YR2023,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,2021,YR2021,62.48505058,11.5483,0.310937762,3.7,63.4,93.1,5490
"Yemen, Rep.",YEM,2022,YR2022,57.45219704,11.1906,0.292772318,..,65,96.1,5490
"Yemen, Rep.",YEM,2023,YR2023,53.34655917,10.8988,0.276683903,..,..,..,..
Zambia,ZMB,2021,YR2021,156.4266843,7.7646,0.39608017,83,14.5,85.7,446258.133
Zambia,ZMB,2022,YR2022,157.8269485,7.807,0.387387685,..,14.5,87,444376.011
Zambia,ZMB,2023,YR2023,166.1492734,8.059,0.388873461,..,..,..,..
Zimbabwe,ZWE,2021,YR2021,-38.97706319,10.6233,0.672479507,82.4,31.6,85.3,173985.1
Zimbabwe,ZWE,2022,YR2022,-37.02574,10.963,0.682242939,..,33.7,89,173524.4
Zimbabwe,ZWE,2023,YR2023,-32.53890296,11.7441,0.718697015,..,..,..,..
Africa Eastern and Southern,AFE,2021,YR2021,56.55771144,606.3945,0.863532874,..,32.80913843,75.48312427,4446875.546
Africa Eastern and Southern,AFE,2022,YR2022,54.38475822,588.4335,0.816361437,..,33.76078154,75.84780915,4414514.929
Africa Eastern and Southern,AFE,2023,YR2023,..,579.8655,0.784640732,..,..,..,..
Africa Western and Central,AFW,2021,YR2021,137.4481104,249.1554,0.512748783,..,25.90441599,86.68244341,1784915.233
Africa Western and Central,AFW,2022,YR2022,138.6041216,251.4104,0.505462163,..,25.35726706,86.79538605,1777267.144
Africa Western and Central,AFW,2023,YR2023,..,245.6408,0.482217276,..,..,..,..
Arab World,ARB,2021,YR2021,204.5930322,2005.5031,4.400698103,..,82.25547549,97.56872095,365652.433
Arab World,ARB,2022,YR2022,213.05459,2053.4305,4.403588402,..,82.36449612,97.89345094,363226.944
Arab World,ARB,2023,YR2023,..,2089.4414,4.384960472,..,..,..,..
Caribbean small states,CSS,2021,YR2021,187.5101951,9.4691,3.043152273,..,95.98809886,99.24746392,355061.599
Caribbean small states,CSS,2022,YR2022,192.1291948,9.4825,3.028096714,..,96.19387095,99.47544232,354734.933
Caribbean small states,CSS,2023,YR2023,..,9.7486,3.092443394,..,..,..,..
Central Europe and the Baltics,CEB,2021,YR2021,-33.89775686,701.6091,6.9709477,..,99.97803266,99.99171556,382195.367
Central Europe and the Baltics,CEB,2022,YR2022,-34.83782566,688.8997,6.869117705,..,99.98313506,100,382504.489
Central Europe and the Baltics,CEB,2023,YR2023,..,627.3074,6.262061601,..,..,..,..
Early-demographic dividend,EAR,2021,YR2021,174.5549048,7833.4948,2.285748055,..,92.35129,99.01524033,7567416.765
Early-demographic dividend,EAR,2022,YR2022,187.4985136,8100.7567,2.33747514,..,92.37872768,99.06211726,7544188.721
Early-demographic dividend,EAR,2023,YR2023,..,8389.5306,2.392967338,..,..,..,..
East Asia & Pacific,EAS,2021,YR2021,253.2104034,16665.5463,7.086725215,..,96.83615161,99.81387498,6648558.5
East Asia & Pacific,EAS,2022,YR2022,254.3353964,16495.532,7.000126407,..,96.55688912,99.81105863,6656359.867
East Asia & Pacific,EAS,2023,YR2023,..,17247.0863,7.304712613,..,..,..,..
East Asia & Pacific (excluding high income),EAP,2021,YR2021,394.2476197,14418.2017,6.773708083,..,96.74835021,99.78370201,4882365.033
East Asia & Pacific (excluding high income),EAP,2022,YR2022,396.1200874,14379.0057,6.739441567,..,96.46023981,99.78095146,4890035.111
East Asia & Pacific (excluding high income),EAP,2023,YR2023,..,15206.0032,7.113827257,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,2021,YR2021,415.0784635,14362.2562,6.831522536,..,96.74836243,99.78370663,4822691.333
East Asia & Pacific (IDA & IBRD countries),TEA,2022,YR2022,417.0531535,14320.9386,6.795996207,..,96.46025299,99.78095492,4830574.511
East Asia & Pacific (IDA & IBRD countries),TEA,2023,YR2023,..,15143.1683,7.172984446,..,..,..,..
Euro area,EMU,2021,YR2021,-23.51611195,2165.034,6.237590775,..,100,100,1057336.967
Euro area,EMU,2022,YR2022,-23.91706497,2102.1807,6.029881974,..,100,100,1058884.789
Euro area,EMU,2023,YR2023,..,1918.0922,5.485422829,..,..,..,..
Europe & Central Asia,ECS,2021,YR2021,-24.16976286,6496.1299,7.096531532,..,99.97012387,99.86424191,10576022.16
Europe & Central Asia,ECS,2022,YR2022,-24.92202121,6389.8899,6.976682283,..,99.99046915,99.84273737,10580649.26
Europe & Central Asia,ECS,2023,YR2023,..,6165.4863,6.734344744,..,..,..,..
Europe & Central Asia (excluding high income),ECA,2021,YR2021,-25.29108205,1279.4751,5.266539568,..,99.92593604,99.97529428,661479.959
Europe & Central Asia (excluding high income),ECA,2022,YR2022,-26.4829713,1198.6666,4.957587325,..,99.98044746,99.98218195,664105.178
Europe & Central Asia (excluding high income),ECA,2023,YR2023,..,1200.8516,5.000413033,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,2021,YR2021,-22.04729593,3705.1652,8.151259027,..,99.95103768,99.70446997,9037312.559
Europe & Central Asia (IDA & IBRD countries),TEC,2022,YR2022,-23.05411237,3684.5945,8.144722784,..,99.98435193,99.67414425,9040212.778
Europe & Central Asia (IDA & IBRD countries),TEC,2023,YR2023,..,3685.2828,8.188976388,..,..,..,..
European Union,EUU,2021,YR2021,-25.57838199,2833.7549,6.345683732,..,99.99254881,99.99844341,1594035.834
European Union,EUU,2022,YR2022,-26.09476204,2756.9063,6.155908035,..,99.99428407,100,1595846.578
European Union,EUU,2023,YR2023,..,2512.068,5.597249055,..,..,..,..
Fragile and conflict affected situations,FCS,2021,YR2021,-26.2222343,832.932,0.832001432,..,37.7428499,85.41214213,4685468.513
Fragile and conflict affected situations,FCS,2022,YR2022,-28.01163156,801.6112,0.785642823,..,36.02956269,85.51843539,4660193.751
Fragile and conflict affected situations,FCS,2023,YR2023,..,812.4632,0.780926259,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,2021,YR2021,334.5305433,261.9283,0.300745512,..,31.15433406,78.37920413,5223933.112
Heavily indebted poor countries (HIPC),HPC,2022,YR2022,346.3184145,264.4816,0.295871728,..,30.78216959,78.59021168,5190636.817
Heavily indebted poor countries (HIPC),HPC,2023,YR2023,..,265.2912,0.289207424,..,..,..,..
High income,HIC,2021,YR2021,-2.397848453,14137.1313,10.37240963,..,99.97674883,99.91967979,18705414.83
High income,HIC,2022,YR2022,-1.818864659,14060.6136,10.26932282,..,99.97828179,99.90374984,18707012.46
High income,HIC,2023,YR2023,..,13682.1238,9.940306782,..,..,..,..
IBRD only,IBD,2021,YR2021,147.1400703,24044.2778,4.9085527,..,99.21808688,99.47144894,23907479.23
IBRD only,IBD,2022,YR2022,149.3658604,24197.2817,4.916735084,..,99.07106202,99.47619131,23895345.23
IBRD only,IBD,2023,YR2023,..,25278.8521,5.111656399,..,..,..,..
IDA & IBRD total,IBT,2021,YR2021,146.3380819,25124.5192,3.742536928,..,83.36556164,97.00168866,30460406.37
IDA & IBRD total,IBT,2022,YR2022,148.4578012,25272.8208,3.730222318,..,82.90132835,97.00645447,30409639.96
IDA & IBRD total,IBT,2023,YR2023,..,26339.8032,3.851705456,..,..,..,..
IDA blend,IDB,2021,YR2021,74.51643242,564.7057,0.926420476,..,63.47529816,93.84766629,1470870.233
IDA blend,IDB,2022,YR2022,70.85748461,553.0344,0.889836821,..,64.06716624,93.83231465,1467410.111
IDA blend,IDB,2023,YR2023,..,532.6204,0.841116498,..,..,..,..
IDA only,IDX,2021,YR2021,240.5043282,515.5357,0.427748784,..,47.34467011,83.09032687,5082056.912
IDA only,IDX,2022,YR2022,247.4736946,522.5047,0.424029078,..,48.25555203,83.45088535,5046884.617
IDA only,IDX,2023,YR2023,..,528.3307,0.41933902,..,..,..,..
IDA total,IDA,2021,YR2021,129.0451549,1080.2414,0.595244292,..,52.47884532,87.1717423,6552927.145
IDA total,IDA,2022,YR2022,128.8777171,1075.5391,0.580199913,..,53.10510375,87.37338152,6514294.728
IDA total,IDA,2023,YR2023,..,1060.9511,0.560417752,..,..,..,..
Late-demographic dividend,LTE,2021,YR2021,162.9460507,17804.0571,7.697677874,..,99.89436596,99.90882531,17607552.06
Late-demographic dividend,LTE,2022,YR2022,161.6276526,17754.5933,7.663443774,..,99.89412796,99.93384585,17614584.18
Late-demographic dividend,LTE,2023,YR2023,..,18580.4575,8.010825128,..,..,..,..
Latin America & Caribbean,LCN,2021,YR2021,79.20902487,1704.3707,2.626106212,..,96.5270885,99.55501698,9295696.966
Latin America & Caribbean,LCN,2022,YR2022,82.38123207,1710.7105,2.620237459,..,96.7965723,99.62639746,9271597.187
Latin America & Caribbean,LCN,2023,YR2023,..,1749.803,2.661728486,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,2021,YR2021,87.0717226,1476.3583,2.515329826,..,96.32895264,99.50758915,8390933.967
Latin America & Caribbean (excluding high income),LAC,2022,YR2022,90.45768736,1475.6436,2.497997619,..,96.57158964,99.59213634,8366065.688
Latin America & Caribbean (excluding high income),LAC,2023,YR2023,..,1509.3466,2.536738002,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,2021,YR2021,86.51011565,1667.971,2.631439327,..,96.43712514,99.54428056,9252720.566
Latin America & the Caribbean (IDA & IBRD countries),TLA,2022,YR2022,89.83870354,1674.6211,2.625465378,..,96.71490201,99.6175186,9228614.587
Latin America & the Caribbean (IDA & IBRD countries),TLA,2023,YR2023,..,1711.1704,2.663723365,..,..,..,..
Least developed countries: UN classification,LDC,2021,YR2021,431.4131454,410.0622,0.373357605,..,43.72714766,80.18192323,5286044.412
Least developed countries: UN classification,LDC,2022,YR2022,442.9374346,421.3394,0.375002439,..,44.98705545,80.67115247,5247489.517
Least developed countries: UN classification,LDC,2023,YR2023,..,426.774,0.371320512,..,..,..,..
Low & middle income,LMY,2021,YR2021,215.7197204,22562.0173,3.481357391,..,83.01105867,96.86002598,21282225.27
Low & middle income,LMY,2022,YR2022,219.089252,22644.78,3.460590475,..,82.53692088,96.87178388,21230107.06
Low & middle income,LMY,2023,YR2023,..,23715.1458,3.5891445,..,..,..,..
Low income,LIC,2021,YR2021,1.86647181,201.2712,0.292822242,..,31.59658251,73.5838145,2971258.246
Low income,LIC,2022,YR2022,4.03344734,202.2724,0.286567891,..,29.70003205,74.13894107,2950829.662
Low income,LIC,2023,YR2023,..,207.3662,0.286029043,..,..,..,..
Lower middle income,LMC,2021,YR2021,257.7572722,4399.9702,1.467028303,..,87.29537654,96.84662754,5458336.566
Lower middle income,LMC,2022,YR2022,271.9957541,4574.466,1.506661652,..,87.72574799,96.86475055,5436381.788
Lower middle income,LMC,2023,YR2023,..,4838.7796,1.573784926,..,..,..,..
Middle East & North Africa,MEA,2021,YR2021,203.8586465,2777.9307,5.749292018,..,93.42949763,99.61731553,230408.466
Middle East & North Africa,MEA,2022,YR2022,211.2411343,2851.2318,5.783119108,..,93.61414816,99.74743455,229233.122
Middle East & North Africa,MEA,2023,YR2023,..,2904.0738,5.77183601,..,..,..,..
Middle East & North Africa (excluding high income),MNA,2021,YR2021,176.2198996,1579.9191,3.761194173,..,93.12413589,99.53637959,215966.833
Middle East & North Africa (excluding high income),MNA,2022,YR2022,182.7691997,1619.0745,3.790096723,..,93.31255891,99.69280669,216191.511
Middle East & North Africa (excluding high income),MNA,2023,YR2023,..,1642.1681,3.775512095,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,2021,YR2021,176.2198996,1579.9191,3.761194173,..,93.07527157,99.52960467,215865.433
Middle East & North Africa (IDA & IBRD countries),TMN,2022,YR2022,182.7691997,1619.0745,3.790096723,..,93.26488189,99.68829084,216191.511
Middle East & North Africa (IDA & IBRD countries),TMN,2023,YR2023,..,1642.1681,3.775512095,..,..,..,..
Middle income,MIC,2021,YR2021,221.7286093,22360.7461,3.859652473,..,91.3531995,98.5354098,18310967.03
Middle income,MIC,2022,YR2022,225.1319306,22442.5076,3.844361273,..,91.54432277,98.54917808,18279277.4
Middle income,MIC,2023,YR2023,..,23507.7796,3.996235033,..,..,..,..
North America,NAC,2021,YR2021,-1.72392588,5317.1408,14.35693454,..,100,100,6566871.133
North America,NAC,2022,YR2022,0.211723071,5362.2843,14.4040862,..,100,100,6566501.311
North America,NAC,2023,YR2023,..,5257.4019,14.01684704,..,..,..,..
Not classified,INX,2021,YR2021,..,..,..,..,..,..,..
Not classified,INX,2022,YR2022,..,..,..,..,..,..,..
Not classified,INX,2023,YR2023,..,..,..,..,..,..,..
OECD members,OED,2021,YR2021,-1.428726791,11719.1275,8.543074925,..,100,99.98998234,11633848.74
OECD members,OED,2022,YR2022,-0.188866052,11534.6164,8.367470381,..,100,99.97628342,11633751.99
OECD members,OED,2023,YR2023,..,11123.511,8.027223164,..,..,..,..
Other small states,OSS,2021,YR2021,27.07457284,84.9485,6.345437684,..,91.90555652,96.34028142,82266.033
Other small states,OSS,2022,YR2022,26.883502,84.8522,6.254423499,..,92.32940712,95.96192832,82284.244
Other small states,OSS,2023,YR2023,..,85.2265,6.192938409,..,..,..,..
Pacific island small states,PSS,2021,YR2021,13.28509234,4.7238,1.799204949,..,80.42302557,92.80367992,43989
Pacific island small states,PSS,2022,YR2022,15.8168865,4.9793,1.87470186,..,80.31834775,93.35945302,44044.8
Pacific island small states,PSS,2023,YR2023,..,5.142,1.912075751,..,..,..,..
Post-demographic dividend,PST,2021,YR2021,-11.23317119,10597.2184,9.487085216,..,99.99593402,99.99942807,10066505.53
Post-demographic dividend,PST,2022,YR2022,-10.87924358,10373.6647,9.282408079,..,99.99686496,99.99376214,10068278.86
Post-demographic dividend,PST,2023,YR2023,..,9957.3304,8.896541004,..,..,..,..
Pre-demographic dividend,PRE,2021,YR2021,157.4969427,531.8256,0.524433948,..,29.77758669,80.15894152,5205284.746
Pre-demographic dividend,PRE,2022,YR2022,165.9513579,550.3403,0.529081603,..,29.38458958,80.3376885,5168737.062
Pre-demographic dividend,PRE,2023,YR2023,..,550.5341,0.516089913,..,..,..,..
Small states,SST,2021,YR2021,35.68518688,99.1414,5.184016659,..,90.64289682,96.38281955,481316.632
Small states,SST,2022,YR2022,35.90120782,99.314,5.131365096,..,90.93046044,96.16985852,481063.977
Small states,SST,2023,YR2023,..,100.1171,5.107102802,..,..,..,..
South Asia,SAS,2021,YR2021,320.5039538,2953.6578,1.542973417,..,98.27675257,99.8969875,900025.7
South Asia,SAS,2022,YR2022,342.1958395,3133.7482,1.62178022,..,98.01128431,99.91488378,902264.5
South Asia,SAS,2023,YR2023,..,3332.5073,1.707629657,..,..,..,..
South Asia (IDA & IBRD),TSA,2021,YR2021,320.5039538,2953.6578,1.542973417,..,98.27675257,99.8969875,900025.7
South Asia (IDA & IBRD),TSA,2022,YR2022,342.1958395,3133.7482,1.62178022,..,98.01128431,99.91488378,902264.5
South Asia (IDA & IBRD),TSA,2023,YR2023,..,3332.5073,1.707629657,..,..,..,..
Sub-Saharan Africa,SSF,2021,YR2021,73.8310475,855.5499,0.720071267,..,30.40220843,80.73928306,6231790.779
Sub-Saharan Africa,SSF,2022,YR2022,72.36896136,839.8439,0.68942094,..,30.72216767,80.97477648,6191782.073
Sub-Saharan Africa,SSF,2023,YR2023,..,825.5063,0.661241389,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,2021,YR2021,73.70782713,854.4053,0.719167997,..,30.39786247,80.73707713,6231453.779
Sub-Saharan Africa (excluding high income),SSA,2022,YR2022,72.24085778,838.6414,0.688501571,..,30.71718827,80.97222369,6191445.073
Sub-Saharan Africa (excluding high income),SSA,2023,YR2023,..,824.269,0.660313646,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,2021,YR2021,73.8310475,855.5499,0.720071267,..,30.40220843,80.73928306,6231790.779
Sub-Saharan Africa (IDA & IBRD countries),TSS,2022,YR2022,72.36896136,839.8439,0.68942094,..,30.72216767,80.97477648,6191782.073
Sub-Saharan Africa (IDA & IBRD countries),TSS,2023,YR2023,..,825.5063,0.661241389,..,..,..,..
Upper middle income,UMC,2021,YR2021,214.1398529,17960.7759,6.427829752,..,99.14634292,99.61171442,12852630.46
Upper middle income,UMC,2022,YR2022,215.2609525,17868.0416,6.377770115,..,99.15648746,99.63499295,12842895.61
Upper middle income,UMC,2023,YR2023,..,18669,6.648815089,..,..,..,..
World,WLD,2021,YR2021,69.13585386,38121.01498,4.671025051,..,84.33774357,97.63828761,40449373.7
World,WLD,2022,YR2022,70.6678628,38246.62406,4.632056966,..,83.88561502,97.6357259,40398387.32
World,WLD,2023,YR2023,..,39023.93704,4.678102317,..,..,..,..
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,
Last Updated: 01/28/2025,,,,,,,,,,
