Country,Time,Fossil fuel energy consumption (% of total),Electric power consumption (kWh per capita),Access to electricity (% of population),Gross national expenditure (% of GDP),Interest payments (% of revenue),GDP (Current $),GDP Growth (Yrly %),"Inflation, consumer prices (annual %)"
Lithuania,2023,61.44,4202.90536411076,100.0,96.096192807879,1.41140781851233,79789877416.0,0.342262552,9.11731962390475
Luxembourg,2021,74.02,12151.9098090191,100.0,66.6958408178123,0.347271725687034,85584105994.0,7.168401987,2.52692009066166
Luxembourg,2022,71.34,11629.0998510189,100.0,65.957257284371,0.345779771187577,81641807866.0,1.380185891,6.33600807777919
Luxembourg,2023,70.39,11168.4648050058,100.0,69.1594570958868,0.594591293297237,85755006124.0,-1.095723616,3.74140361983136
Madagascar,2021,13.7,80.2934672339167,35.1,108.908471010005,5.41362524812497,14554754117.0,5.739615739,5.81225118787715
Madagascar,2022,13.97,81.3148068743768,36.1,108.098948297841,4.8156264476304,15134700203.0,3.999999999,8.16059031991844
Madagascar,2023,67.44,1554.945505326706,39.4,107.043934441021,3.3395520374302503,15790113247.0,3.8,9.87432675044888
Malawi,2021,80.9,2152.8111981032,14.2,123.838159484279,24.7721619492629,12378129751.0,4.55829212,9.33014410835212
Malawi,2022,80.9,2152.8111981032,14.0,123.838159484279,29.9238225072927,12429060151.0,0.921115069,20.953969729969
Malawi,2023,80.9,2152.8111981032,15.6,123.838159484279,4.642823265326825,12712150082.0,1.892457988,28.7897428247298
Malaysia,2021,95.82,4860.27830199398,100.0,92.7698835274889,16.2860332189783,373785000000.0,3.315349544,2.47710241465447
Malaysia,2022,96.01,4986.12312555985,100.0,92.8050409934553,14.020107638443,407606000000.0,8.861821876,3.37869862549928
Malaysia,2023,60.28,3377.354766623612,100.0,94.9005053250616,14.7101686251226,399705000000.0,3.555487154,2.48886560125754
Maldives,2021,89.99000000000001,2955.5365363178053,100.0,90.4093263688864,9.73153770268114,5252457370.0,37.50787012,0.543149688737013
Maldives,2022,16.695,176.69034321965,100.0,96.9017192367979,9.04388356062989,6177118114.0,13.82608952,2.33314337624567
Maldives,2023,16.695,176.69034321965,100.0,101.268205785178,9.04388356062989,6590894302.0,4.72639189,2.92746542425035
Malta,2021,88.08,4936.97641050959,100.0,83.4546504893242,3.18007304054687,19718565605.0,13.4603052,1.49789217934724
Malta,2022,87.17,5170.16581030308,100.0,86.5265691299489,2.85195836757053,19209979975.0,4.147882816,6.15375621933037
Malta,2023,86.92,2792.95367053278,100.0,81.9227904037924,3.38642939364714,22328640242.0,7.498512459,5.09396758978883
Mauritius,2021,87.3,2211.89670339737,99.6,110.1276714835,9.46200697224062,11484348858.0,3.403798662,4.02852888157383
Mauritius,2022,88.94,2334.2149014315,100.0,106.564144581351,8.03023823943907,12927979286.0,8.879885197,10.7737512242899
Mauritius,2023,47.485,1168.0195070371283,100.0,103.961581917495,9.78887697988304,14644524819.0,6.958287403,7.05298238454735
Mexico,2021,88.64,2650.73959396575,100.0,101.437966653449,15.8259382639258,1316570000000.0,6.048483443,5.68920847683753
Mexico,2022,87.94,2351.59528868272,100.0,104.68204899422,17.1966048280522,1464310000000.0,3.689111093,7.8962761916855
Mexico,2023,88.66,2412.61431663365,99.7,105.975650223597,18.5493152744806,1789110000000.0,3.199981166,5.52796087314389
Moldova,2021,83.5,2401.17820687115,100.0,127.173311114547,2.64945699607183,13691869264.0,13.92999979,5.10641129002836
Moldova,2022,81.27,2255.74554684034,100.0,128.2529785956,3.11978149500439,14510490660.0,-5.015482319,28.7372976766236
Moldova,2023,67.285,1614.007566627956,100.0,124.054802871834,5.61592322277894,16539436547.0,0.78324271,13.41701043813
Mongolia,2021,95.03,2427.49075653249,100.0,104.63434450674,6.16819515777145,15286441738.0,1.636769577,7.35281243380219
Mongolia,2022,94.72,2545.61487913499,100.0,108.110968813531,3.4356657569967597,17146471714.0,5.032709637,15.1479560897226
Mongolia,2023,77.39,3229.5874670254,100.0,91.4290175988193,1.717992360034375,20325121394.0,7.422112762,10.3475831314339
Morocco,2021,90.26,950.467605491107,100.0,109.251247294493,8.7322327235262,142022000000.0,8.154738898,1.40195883962006
Morocco,2022,90.12,978.27258674367,100.0,111.508780526666,7.96111730498483,130952000000.0,1.52720358,6.65704202759067
Morocco,2023,74.86500000000001,2763.8085271657383,100.0,108.287240716216,8.01285790687035,144417000000.0,3.403341301,6.09114152504141
Nepal,2021,28.01,306.293365125237,89.9,128.790750321404,3.85657960803328,36924841394.0,4.838149614,4.14968003360264
Nepal,2022,26.47,321.045264151601,91.3,131.060136194842,1.1051014058812625,41182939601.0,5.631314559,7.6507917679853
Nepal,2023,17.785,202.64767724478315,94.0,124.251019385784,9.55409350635954,40908073367.0,1.952544633,7.11475951738199
Netherlands,2021,86.2,6704.42622513238,100.0,90.2548370814873,1.37852571431798,1054470000000.0,6.276830732,2.67572008805385
Netherlands,2022,83.92,6365.46605154448,100.0,91.2202410899358,1.31007374266336,1046540000000.0,5.00723459,10.0012078753473
Netherlands,2023,83.52,6198.03517535853,100.0,88.8312933976147,1.66508098936678,1154360000000.0,0.074560722,3.83839354342808
New Zealand,2021,58.39,8160.1549507953,100.0,103.875048103468,2.7790937589294,253644000000.0,4.546247639,3.94112060778728
New Zealand,2022,54.94,8099.15578832174,100.0,105.05185741011,3.16844434778101,246734000000.0,2.774842648,7.17222476016441
New Zealand,2023,55.44,7941.26093699144,100.0,102.869102960908,2.0172510250719897,252176000000.0,0.733302172,5.73316283034957
Nicaragua,2021,41.18,618.233276511455,86.3,113.460552686542,5.89676136916424,14144060853.0,10.31609128,4.92841396948968
Nicaragua,2022,39.85,682.400254120922,86.5,115.645377615415,5.42369578364592,15649897117.0,3.752284757,10.4674244465991
Nicaragua,2023,75.47,2527.75735182592,88.3,113.270988336478,6.92450959326027,17829218219.0,4.569223171,8.38765854872536
Nigeria,2021,55.75,142.790930090716,59.5,109.64046143819749,8.84499058780984,440834000000.0,3.647186541,16.9528457221608
Nigeria,2022,55.72,135.603309430584,60.5,99.9303169318894,1.87416990490579,477403000000.0,3.251681408,18.8471877843274
Nigeria,2023,85.53999999999999,2733.033274795182,61.2,98.79454507270395,7.53669794881819,363846000000.0,2.860214991,24.6595502031139
North Macedonia,2021,78.0,3793.4499437705,100.0,115.83354468123,4.21080976112559,14000283827.0,4.51067949,3.23074912132919
North Macedonia,2022,82.16,3479.25874810014,100.0,120.576435759064,6.099760702246241,13932436550.0,2.758884153,14.2047173195833
North Macedonia,2023,67.44,1554.945505326706,100.0,113.036179366243,3.3395520374302503,15763621848.0,2.072749779,9.36187249769016
Norway,2021,50.61,24650.1686290752,100.0,85.1501099346868,0.391633770502513,503368000000.0,3.908686777,3.48388055266678
Norway,2022,46.54,23373.4710590389,100.0,71.6850525297861,0.457014512720826,593727000000.0,3.005635161,5.76412317852272
Norway,2023,46.29,23520.0270164798,100.0,85.2689944406515,1.03385527254985,485311000000.0,0.479647246,5.51784987104659
Pakistan,2021,65.49,570.098770866866,94.9,108.927222425943,8.36459593427909,348517000000.0,6.513885759,9.49621056124947
Pakistan,2022,63.94,605.788247596384,95.0,111.950173683923,8.77072075509644,374890000000.0,4.778106869,19.8738599646655
Pakistan,2023,67.22,5113.8604263304005,95.6,107.640439232144,2.940670751956765,337912000000.0,-0.039692523,30.7681280657005
Papua New Guinea,2021,44.995,27409.23524086087,20.9,105.7329282904615,16.2269053209577,26109413522.0,-0.511353444,4.48359014042398
Papua New Guinea,2022,55.09,933.5282954983675,19.0,126.32238105504649,13.8767385123088,31647277767.0,5.707584118,5.25323922215241
Papua New Guinea,2023,86.685,3782.66750285223,20.5,116.818106803845,13.9388057554887,30729242919.0,3.035704755,2.29869991296791
Paraguay,2021,37.29,2126.51301236262,100.0,98.7680880008174,6.64579341677256,39950899939.0,4.016737318,4.787983101236
Paraguay,2022,34.84,2213.01378130259,100.0,104.99913585175,7.23990261827236,41952910858.0,0.176038366,9.76556667164402
Paraguay,2023,41.325,2920.94086874386,99.8,97.8934725403797,9.23714257628647,42956263544.0,4.714124079,4.63202285403356
Peru,2021,73.64,1531.64376685862,95.6,96.9835378765455,6.55420064925363,226354000000.0,13.35522951,4.27166381536798
Peru,2022,76.85,1588.44822284327,96.2,99.4422047773844,2.211926319497795,246489000000.0,2.725500216,8.33370630096231
Peru,2023,67.59,4993.437722913815,96.2,96.7322779629888,5.106596215559191,267603000000.0,-0.550182306,6.45561348369586
Philippines,2021,65.61,846.694921660693,97.5,111.980539981119,14.289552421245,394087000000.0,5.714733134,3.92718022100332
Philippines,2022,66.2,884.680258485773,94.8,115.654880519172,14.1895600248204,404353000000.0,7.580982128,5.82115811213955
Philippines,2023,74.44,1827.426831717758,98.0,114.08923687241,16.4345728844051,437146000000.0,5.545851171,5.97802515541409
Poland,2021,87.22,4631.20010705876,100.0,96.7983308773414,2.92109045364879,689170000000.0,6.927182661,5.05502704719272
Poland,2022,86.42,4596.71266565855,100.0,98.3163003692536,4.05151988034782,695607000000.0,5.255456974,14.4294507575758
Poland,2023,84.61,4355.69717989739,100.0,94.2395806691537,5.21673872257117,809201000000.0,0.138832755,11.5289127961105
Portugal,2021,67.8,4901.6433485549,100.0,102.776690846195,6.00580997592147,256056000000.0,5.558757523,1.26565719069044
Portugal,2022,67.38,5085.23209727273,100.0,102.400782918032,4.95387039532298,256899000000.0,6.985841938,7.83269124233323
Portugal,2023,63.08,5143.13718038671,100.0,99.0778176935214,5.49078464014046,289114000000.0,2.526281108,4.31128191898672
Romania,2021,71.19,2900.83824132119,100.0,105.652542077195,4.7328902069968,286578000000.0,5.545709626,5.05232876096582
Romania,2022,70.42,2717.53652859422,100.0,106.899262298032,4.63101086103234,296354000000.0,3.965307663,13.7954887432521
Romania,2023,69.645,1059.374704584113,100.0,104.785666297301,8.36459593427909,350776000000.0,2.404271779,10.3971874764996
Russian Federation,2021,89.46,7186.67544355845,100.0,89.77529376951,2.2902807422348648,1843390000000.0,5.614290376,6.69445891957612
Russian Federation,2022,89.45,7184.42203703818,100.0,88.5293450227239,5.09961451778474,2266030000000.0,-2.069711525,113.84638691295845
Russian Federation,2023,63.69,8785.31625456386,100.0,93.9733292774238,3.2373924954465947,2021420000000.0,3.6,113.84638691295845
Rwanda,2021,9.92,60.6502606463671,48.7,115.599823823205,6.19834384801656,11069280650.0,10.85796776,-0.391346748300791
Rwanda,2022,11.55,68.1267274337541,50.6,116.188956604488,6.21021774540179,13316160895.0,8.157733085,17.6892095588153
Rwanda,2023,59.59,2205.8416101409775,63.9,115.142634802513,7.68293070581152,14097768472.0,8.241287695,19.789546746467
Saudi Arabia,2021,99.96,12069.9836667183,100.0,91.5935370803381,2.83627486303424,874156000000.0,5.07511035,3.06328988941547
Saudi Arabia,2022,99.91,11835.3177587823,100.0,83.0711139838105,2.39041526354088,1108570000000.0,7.485984291,2.4740737192537
Saudi Arabia,2023,85.06,6534.94613833843,100.0,92.6286070265642,3.11717626441745,1067580000000.0,-0.754914811,2.32708518362692
Senegal,2021,58.89,329.600129888931,68.0,120.096789757029,9.5061670120264,27520784130.0,6.5440011,2.18032278088147
Senegal,2022,63.21,399.521774928173,67.9,126.317962507135,9.86295387445667,27619479060.0,3.825863637,9.69681899081073
Senegal,2023,86.685,3782.66750285223,74.2,125.019154074442,12.3194106049545,30848333084.0,4.584061405,5.93947798773215
Serbia,2021,82.44,5034.14674687745,100.0,107.661498802316,4.7123609854641,66159884073.0,7.949056505,4.08510285335102
Serbia,2022,83.02,5113.70107266182,100.0,110.438883965447,3.63076915282743,66797564758.0,2.630986444,11.9815117344703
Serbia,2023,66.39,7916.00260756483,100.0,104.342915347445,0.8005940312010785,81342660752.0,3.847471128,12.3719043552519
Seychelles,2021,89.99000000000001,2955.5365363178053,100.0,123.243072465677,0.9277526653582271,1487173795.0,0.552281631,9.76909936973542
Seychelles,2022,89.99000000000001,2955.5365363178053,100.0,109.399116523581,2.30145553738144,2057968520.0,14.97685133,2.6260363285129
Seychelles,2023,89.99000000000001,2955.5365363178053,100.0,111.217559980224,2.30145553738144,2141450171.0,3.161714355,-1.03530088431952
Slovak Republic,2021,62.73,5404.56491141305,100.0,100.455557027592,2.85808646107375,120592000000.0,5.72698854,3.14960629921268
Slovak Republic,2022,60.63,4957.70057248564,100.0,105.946473987621,2.69487509407558,115929000000.0,0.449673875,12.7741463637611
Slovak Republic,2023,59.47,4577.14944884037,100.0,98.4174718405968,4.608262798099705,132908000000.0,1.378337272,10.5319476645211
Slovenia,2021,58.93,7006.37879320462,100.0,94.1280437753974,2.83511775546834,61529280461.0,8.389650321,1.91706506089259
Slovenia,2022,59.15,6730.81839858035,100.0,98.2542743411956,2.62663234267473,59927702746.0,2.699237557,8.83369886749452
Slovenia,2023,57.79,6470.29113008916,100.0,93.5963398613747,2.89733036045673,69148468417.0,2.112591843,7.44687717385838
Solomon Islands,2021,89.99000000000001,2955.5365363178053,76.3,107.342863217808,0.600097039501874,1522794913.0,2.564349754,-0.115437894412839
Solomon Islands,2022,89.99000000000001,2955.5365363178053,76.0,114.276096911817,1.23314029497938,1566360686.0,2.402481436,5.51812928576938
Solomon Islands,2023,89.99000000000001,2955.5365363178053,81.3,110.8094800648125,1.24427429309698,1633319401.0,3.079769815,5.88585897042164
South Africa,2021,93.13,3512.0627333448,89.3,93.8275063119217,14.8298357767618,420887000000.0,4.955032594,4.61874544887136
South Africa,2022,93.32,3357.92464091342,86.5,97.8536800713666,15.6234762427279,406920000000.0,1.91147996,7.03987272546482
South Africa,2023,79.88,2733.033274795182,87.7,99.2839699259742,8.77072075509644,380699000000.0,0.698485195,6.0752438457966
Spain,2021,70.32,5239.5199793554,100.0,99.0104202921308,5.94138552560565,1461240000000.0,6.683144185,3.0931351197642
Spain,2022,71.76,5182.69523645187,100.0,99.1173016877192,6.44093611786415,1446500000000.0,6.179312226,8.39057634118627
Spain,2023,68.51,5110.85174105768,100.0,96.0732124693991,6.37339784488122,1620090000000.0,2.675663493,3.53236133492433
Sri Lanka,2021,58.53,713.666726846001,100.0,107.387129216901,71.6201004077685,88609324902.0,4.207476495,7.01478071238195
Sri Lanka,2022,53.93,684.05392002164,100.0,103.563395220939,77.7699768805255,74144870023.0,-7.346791236,49.7211021114327
Sri Lanka,2023,69.94,8706.68710837352,100.0,101.637118365082,79.8744543518094,84356863744.0,-2.298010562,16.5411742279832
St. Lucia,2021,89.99000000000001,2955.5365363178053,100.0,126.4225583489575,1.24427429309698,1867185185.0,11.59947362,2.41070312174393
St. Lucia,2022,89.99000000000001,2955.5365363178053,100.0,148.127841407056,2.30145553738144,2342703704.0,20.38676757,6.37814695133351
St. Lucia,2023,89.99000000000001,2955.5365363178053,100.0,148.127841407056,1.83202900657722,2430148148.0,2.21007266,4.07060821926204
Suriname,2021,89.54,2955.18987013996,98.8,79.6124496035447,0.6875059021325185,3107923198.0,-2.435385836,59.1196626251977
Suriname,2022,90.44,2955.88320249565,99.0,100.0278407710535,0.7074998750566126,3791603200.0,2.406222356,52.446027276241
Suriname,2023,89.99000000000001,2955.5365363178053,99.6,79.6124496035447,0.7074998750566126,3455146281.0,2.539566754,51.5873159600861
Sweden,2021,25.12,13017.9973503743,100.0,95.6786942649751,0.577883505140297,637187000000.0,5.937508573,2.16319736447153
Sweden,2022,24.28,12418.3973191038,100.0,98.0944590058226,1.36745236754797,579896000000.0,1.459288508,8.36929098869189
Sweden,2023,24.88,12121.7102390973,100.0,96.0228308111222,1.311430329381275,584960000000.0,-0.310670185,8.54862489748902
Switzerland,2021,48.3,7315.37290974165,100.0,87.6810504697474,0.590221176255857,813409000000.0,5.391888041,0.581814168489856
Switzerland,2022,45.34,7309.48578845284,100.0,86.2983180018842,0.676569274072201,818427000000.0,2.568328178,2.83502798644463
Switzerland,2023,44.47,7095.78533887978,100.0,87.5631845512636,0.950426380119413,884940000000.0,0.716066869,2.13540088016377
Tajikistan,2021,61.92,1427.12263422116,99.6,126.126995151188,5.68722007513638,8937805347.0,9.39999955,113.84638691295845
Tajikistan,2022,60.89,1475.70932945677,100.0,133.238140930449,3.89462595752124,10713525200.0,8.000000338,113.84638691295845
Tajikistan,2023,80.08,2091.652099086135,100.0,125.6199229353535,2.96197047274816,12060602009.0,8.299999217,113.84638691295845
Tanzania,2021,21.55,120.92869930568,42.7,101.729238646373,11.4647748306719,70655628148.0,4.321384295,3.69091958802199
Tanzania,2022,23.06,123.470486172843,45.8,104.233253055963,11.4073087312149,75769974505.0,4.566005764,4.35027204269101
Tanzania,2023,66.39,7916.00260756483,48.3,103.881419177533,13.2380126605938,79062403821.0,5.069523532,3.79923291384916
Thailand,2021,81.05,2753.70621620221,100.0,99.090330651592,6.39672203912046,506256000000.0,1.568181765,1.23039541318384
Thailand,2022,79.65,2867.4155798463,99.9,100.111019008788,6.75505455085063,495645000000.0,2.462769341,6.07741228434321
Thailand,2023,79.28999999999999,7197.61242652256,100.0,96.8527351632666,5.71867102914376,514969000000.0,1.887257251,1.22802623546169
Timor-Leste,2021,89.99000000000001,2955.5365363178053,100.0,72.837129361481,0.159591458898645,3624889700.0,5.363126627,3.69792094666786
Timor-Leste,2022,89.99000000000001,2955.5365363178053,99.7,86.3877698456084,0.119603513050457,3208594000.0,-20.58424404,7.00530945399787
Timor-Leste,2023,89.99000000000001,2955.5365363178053,100.0,143.446000174334,2.30145553738144,2079916900.0,-18.11781338,8.42035103310377
Togo,2021,16.5,161.515970426583,55.7,110.326132774755,12.9541596011051,8342243646.0,5.990876104,4.1862150652352
Togo,2022,16.89,191.864716012717,57.2,114.289639094233,13.9523973416975,8169476149.0,5.759542515,7.96757361617945
Togo,2023,66.105,1701.26803929628,59.2,113.61690883173,14.0042496499961,9171261838.0,6.407922156,5.48928568141124
Tonga,2021,89.99000000000001,2955.5365363178053,100.0,154.016035093165,0.797654768404177,518228012.1,0.362601972,5.64051140636751
Tonga,2022,89.99000000000001,2955.5365363178053,100.0,134.620377192673,1.11313782272486,518180042.2,-2.309860027,10.9713652903022
Tonga,2023,11.399999999999999,51197.1346254028,100.0,127.53156874780001,1.25540829121458,5450288759.5,5.6489688555,6.35112980255189
Turkiye,2021,83.83,3587.45836676577,100.0,99.5950517497562,10.5196841575142,819865000000.0,11.43939569,19.5964926913324
Turkiye,2022,81.77,3554.2281621305,100.0,104.001725333234,18.1693820958405,907118000000.0,5.533427875,72.3088359891207
Turkiye,2023,81.35,3522.5385379468,100.0,102.444933328497,12.9680624489379,1118250000000.0,5.111168185,53.8594087593315
Uganda,2021,9.1,84.2500903379653,45.2,106.14267322265,17.8527787215045,40529788749.0,3.536580341,2.20457204757414
Uganda,2022,8.73,89.8701256209773,47.1,104.924441527914,19.5207035883671,45565333211.0,4.588021922,7.1957888597581
Uganda,2023,46.785000000000004,474.5892677663912,51.5,103.992427789961,20.8331652860004,48768955863.0,5.336972955,5.35094804280395
United Kingdom,2021,77.54,4568.580341577,100.0,100.223987048219,7.89829173582968,3143320000000.0,8.575950905,2.51837109614213
United Kingdom,2022,77.21,4323.34675694414,100.0,101.746141192229,11.8163853934984,3114040000000.0,4.839085147,7.92204883147902
United Kingdom,2023,75.54,4144.03803950256,100.0,100.560361672615,9.03091696679821,3380850000000.0,0.339966158,6.79396706793963
United States,2021,81.38,12558.0118863007,100.0,103.63170385451,11.39536261799,23681200000000.0,6.055052933,4.69785886363742
United States,2022,81.37,12997.1874485207,100.0,103.687230150868,13.4056894070101,26006900000000.0,2.51237532,8.00279982052121
United States,2023,81.59,12715.9199652795,100.0,102.876336965263,17.9836824101844,27720700000000.0,2.887556009,4.11633838374488
Uruguay,2021,46.76,3524.60259163687,100.0,92.859567414349,7.50974291433145,60760798596.0,5.561892793,7.74791402314762
Uruguay,2022,44.91,3589.8886229166,100.0,94.9292879671729,6.63893366279478,70164683290.0,4.707257615,9.10437983075437
Uruguay,2023,42.25,2163.1879251418018,100.0,96.7378878895147,6.62244216838713,77240830877.0,0.367475176,5.86910359896119
