Country,Time,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Electric power consumption (kWh per capita),"Labor force, female (% of total labor force)","Labor force, total","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)","Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)"
Norway,2021,100.0,100.0,100.0,100.0,24650.1686290752,46.8232898554815,2940731.0,26.1300392150879,86.59814453125,95.6240463256836,43.8932762145996,39.8116416931152,87.2023010253906,96.0919799804688,34.4795722961426
Norway,2022,100.0,100.0,100.0,100.0,23373.4710590389,46.6241997685755,2985855.0,25.2907695770264,95.9295043945312,98.5050964355469,47.1495628356934,39.8636589050293,96.5161056518555,98.955192565918,37.0830993652344
Norway,2023,99.95,100.0,100.0,100.0,23520.0270164798,47.172438806884,3005240.0,25.14011669158935,94.4972267150879,95.85797119140625,42.23133277893065,39.54106521606445,97.6081886291504,98.72143173217775,28.560231208801248
Pakistan,2021,51.0,94.9,91.9,99.9,570.098770866866,22.7006727069609,78814704.0,10.1768083572388,27.7954158782959,48.4065818786621,7.08136034011841,10.1768083572388,38.0621452331543,62.9245910644531,7.08136034011841
Pakistan,2022,52.6,95.0,93.0,100.0,605.788247596384,22.6309725165422,80282511.0,13.60437631607055,81.84395217895505,82.75552368164065,22.40255069732665,21.5752410888672,91.4851417541504,92.82087326049805,15.0325894355774
Pakistan,2023,72.3,95.6,92.8,100.0,5113.8604263304005,22.7358153712894,81926413.0,19.0052227973938,73.62438201904294,73.662899017334,29.225943565368652,27.338029861450202,86.88893508911136,86.95501708984375,18.738611221313498
Papua New Guinea,2021,9.8,20.9,14.0,65.2,27409.23524086087,47.6319512096089,3374107.0,30.6535778045654,99.04510498046875,99.2659759521484,52.74039268493655,46.4932842254639,99.550106048584,99.6709747314453,37.557165145874
Papua New Guinea,2022,10.0,19.0,14.0,65.1,933.5282954983675,47.44978368356,3494880.0,4.24747848510742,27.4283027648926,41.3095626831055,10.4695806503296,17.8098545074463,55.8578109741211,68.9980545043945,1.98758840560913
Papua New Guinea,2023,100.0,20.5,13.4,65.2,3782.66750285223,47.5038008534612,3574855.0,33.15687561035155,91.1747970581055,93.2283248901367,51.70658683776855,45.03725433349605,97.911865234375,99.02478790283206,34.42997360229495
Paraguay,2021,68.6,100.0,100.0,100.0,2126.51301236262,41.7608034569186,3412056.0,11.109017133712795,54.310001373291,53.3499984741211,18.743927478790283,21.2688384056091,77.3300018310547,79.5500030517578,9.666329383850076
Paraguay,2022,68.5,100.0,100.0,100.0,2213.01378130259,41.9716209207027,3391301.0,11.109017133712795,57.4799995422363,56.939998626709,18.743927478790283,21.2688384056091,80.4100036621094,80.4300003051758,9.666329383850076
Paraguay,2023,78.8,99.8,99.5,100.0,2920.94086874386,41.8940462872589,3448638.0,16.8373155593872,56.87314987182615,61.70941734313965,19.979273319244385,29.549204826354952,90.2050018310547,90.21500015258789,17.90681743621825
Peru,2021,86.4,95.6,83.6,98.9,1531.64376685862,45.6298825718232,17853296.0,29.3031387329102,55.560001373291,66.7200012207031,36.51913833618165,36.35980796813965,68.7799987792969,78.6800003051758,27.8571081161499
Peru,2022,88.1,96.2,85.1,99.0,1588.44822284327,45.364958473676,18756175.0,21.24059104919435,57.0200004577637,67.9199981689453,24.7750930786133,25.1189136505127,70.1500015258789,80.3000030517578,28.59047985076905
Peru,2023,100.0,96.2,85.1,99.0,4993.437722913815,45.3332232054438,18608668.0,21.24059104919435,65.9185638427734,73.87255859375,26.2976608276367,26.3699035644531,82.0098266601562,89.5293045043945,28.59047985076905
Philippines,2021,56.9,97.5,96.5,98.6,846.694921660693,39.5506381926216,44699749.0,18.8504791259766,64.7939682006836,59.1400299072266,29.3138484954834,23.7215309143066,87.9263000488281,83.6290893554688,24.5563278198242
Philippines,2022,59.1,94.8,91.1,98.0,884.680258485773,41.4438447286486,49481401.0,15.9393396377563,63.6305389404297,60.0255012512207,28.893030166626,23.2302951812744,87.2008438110352,84.1670989990234,20.1498203277588
Philippines,2023,55.85,98.0,97.6,98.4,1827.426831717758,41.4784616706064,50352675.0,13.5530648231506,62.7150363922119,71.3472480773926,31.09500026702885,35.91500091552735,72.419677734375,81.2779960632324,10.514810085296615
Poland,2021,100.0,100.0,100.0,100.0,4631.20010705876,45.1234778257029,18231897.0,24.4346084594727,97.5792846679688,98.3862915039062,36.8755683898926,26.2579212188721,97.8612670898438,98.9520492553711,31.6396541595459
Poland,2022,100.0,100.0,100.0,100.0,4596.71266565855,45.4775731494996,18259831.0,24.7140331268311,97.6652450561523,98.463752746582,37.2951812744141,26.4782943725586,97.9530715942383,98.9876174926758,32.1605682373047
Poland,2023,100.0,100.0,100.0,100.0,4355.69717989739,45.8486429967589,18341629.0,44.9819812774658,97.80976486206055,98.2319107055664,35.283634185791,44.9819812774658,99.6583480834961,99.6958389282227,35.283634185791
Portugal,2021,100.0,100.0,100.0,100.0,4901.6433485549,49.2719688274369,5158639.0,20.9722499847412,63.2117195129395,65.305793762207,29.1036891937256,22.2114696502686,94.123908996582,97.4921646118164,28.5162925720215
Portugal,2022,100.0,100.0,100.0,100.0,5085.23209727273,49.2968828485589,5275650.0,21.5089321136475,63.9583015441895,65.3792190551758,29.3014507293701,22.7047214508057,94.1874694824219,97.5181427001953,28.6646671295166
Portugal,2023,100.0,100.0,100.0,100.0,5143.13718038671,49.4003807674927,5414853.0,20.8361186981201,64.1178894042969,65.4293899536133,27.5635433197021,22.228946685791,94.5374984741211,97.354736328125,26.6510124206543
Romania,2021,100.0,100.0,100.0,100.0,2900.83824132119,42.4376702872259,8418497.0,13.8026008605957,90.4599990844727,94.8199996948242,19.3299999237061,18.1299991607666,98.620002746582,99.1399993896484,14.1383724212646
Romania,2022,100.0,100.0,100.0,100.0,2717.53652859422,42.7389276101244,8415279.0,14.8340311050415,91.0400009155273,95.0199966430664,20.4699993133545,18.5599994659424,98.7600021362305,99.1500015258789,15.6972007751465
Romania,2023,72.3,100.0,100.0,100.0,1059.374704584113,42.3608675530409,8280024.0,12.998526573181149,44.5427083969116,53.63329124450685,17.621643304824804,17.4349846839905,60.206071853637695,71.8872947692871,11.811809778213505
Russian Federation,2021,99.3,100.0,100.0,99.2,7186.67544355845,48.5747580073877,73846056.0,39.2299995422363,98.2799987792969,98.9400024414062,76.870002746582,75.5800018310547,99.8300018310547,99.8099975585938,42.8300018310547
Russian Federation,2022,99.4,100.0,100.0,99.1,7184.42203703818,48.7434189452399,73531906.0,22.7405090332031,99.2005081176758,98.8655395507812,74.7691802978516,73.145378112793,100.0,100.0,25.8198652267456
Russian Federation,2023,98.25,100.0,100.0,100.0,8785.31625456386,48.8625697448913,73184751.0,21.22231912612915,99.3309783935547,99.0782165527344,76.4508590698242,74.5323867797852,100.0,100.0,24.494854927063
Rwanda,2021,6.2,48.7,38.2,98.0,60.6502606463671,47.2300323394419,4769099.0,7.19986581802368,20.8754482269287,26.0230960845947,5.48545026779175,8.73312664031982,78.367919921875,87.407356262207,4.72861051559448
Rwanda,2022,8.3,50.6,38.2,98.0,68.1267274337541,47.4707674788239,5079189.0,5.44000005722046,15.7399997711182,20.4599990844727,39.4581880569458,34.70588493347165,40.5299987792969,47.6599998474121,3.59999990463257
Rwanda,2023,69.15,63.9,57.9,99.9,2205.8416101409775,47.5557355208761,5531930.0,6.24203491210938,20.5178680419922,24.4651737213135,23.0027942657471,21.72255325317385,80.0146560668945,87.3814315795898,4.21580123901367
Saudi Arabia,2021,100.0,100.0,100.0,100.0,12069.9836667183,19.3803231669986,14623461.0,30.2839450836182,69.5205459594727,78.1518478393555,37.3692817687988,39.7794151306152,81.5829696655273,89.7099685668945,32.4151191711426
Saudi Arabia,2022,100.0,100.0,100.0,100.0,11835.3177587823,19.2797441654337,15469059.0,29.6599979400635,71.8790893554688,80.1127090454102,38.8877029418945,39.2555923461914,84.4306640625,92.4248809814453,33.9029006958008
Saudi Arabia,2023,100.0,100.0,100.0,100.0,6534.94613833843,19.3860112616667,16120882.0,28.4633502960205,75.6534576416016,81.5068359375,41.0626411437988,37.1403732299805,88.1825332641602,94.5509948730469,35.9603233337402
Senegal,2021,31.3,68.0,43.4,93.9,329.600129888931,36.9457630100958,5262663.0,9.145220994949344,39.22926998138425,53.44519424438475,11.97796654701235,13.336121082305901,58.631863594055204,69.5794811248779,7.38307535648348
Senegal,2022,32.3,67.9,43.4,96.6,399.521774928173,36.7518079590849,5412180.0,7.42461538314819,15.3707942962646,24.8341293334961,3.7800087928772,8.4315767288208,30.4678592681885,42.8605690002441,3.10535168647766
Senegal,2023,100.0,74.2,56.5,96.1,3782.66750285223,36.7405628614132,5579313.0,33.15687561035155,91.1747970581055,93.2283248901367,51.70658683776855,45.03725433349605,97.911865234375,99.02478790283206,34.42997360229495
Serbia,2021,81.5,100.0,100.0,100.0,5034.14674687745,46.0268910759741,3322738.0,15.9443225860596,70.2372970581055,79.8359680175781,24.1038284301758,24.1420307159424,97.9545745849609,99.3538513183594,17.7910041809082
Serbia,2022,82.9,100.0,100.0,100.0,5113.70107266182,46.3955722549783,3289801.0,16.2567672729492,71.1810989379883,80.4408874511719,24.0078296661377,24.1400146484375,98.2387771606445,99.3438034057617,17.8429203033447
Serbia,2023,100.0,100.0,100.0,100.0,7916.00260756483,46.2566353226955,3246451.0,17.4752941131592,72.813346862793,81.1883010864258,26.0098705291748,25.3013172149658,98.2494125366211,99.2801666259766,19.7617740631104
Seychelles,2021,100.0,100.0,100.0,100.0,2955.5365363178053,37.818658605964,987059.5,3.5364396572113,37.588769912719755,41.39147758483885,23.3424520492554,20.53807067871095,60.852138519287095,52.683511734008746,3.109903872013094
Seychelles,2022,100.0,100.0,100.0,100.0,2955.5365363178053,37.818658605964,987059.5,3.5364396572113,37.588769912719755,41.39147758483885,12.257474184036274,9.950604438781749,60.852138519287095,52.683511734008746,3.109903872013094
Seychelles,2023,70.75,100.0,100.0,100.0,2955.5365363178053,37.818658605964,987059.5,6.702869415283205,37.588769912719755,41.39147758483885,12.257474184036274,9.950604438781749,60.852138519287095,52.683511734008746,5.072596371173859
Slovak Republic,2021,100.0,100.0,100.0,100.0,5404.56491141305,46.832407760377,2757031.0,21.4944400787354,99.1065292358398,99.1825790405273,29.5774478912354,23.3670082092285,99.8579864501953,99.7216186523438,27.2983646392822
Slovak Republic,2022,100.0,100.0,100.0,100.0,4957.70057248564,47.0144315936728,2791445.0,22.8654556274414,98.9654541015625,99.0303039550781,30.8172245025635,24.4294528961182,99.6445541381836,99.5340957641602,28.564733505249
Slovak Republic,2023,97.95,100.0,100.0,100.0,4577.14944884037,47.0160520414733,2792542.0,17.8078937530518,80.71964836120605,78.9211673736572,26.19876575469975,23.89823055267335,84.2985038757324,82.9579010009766,25.02170848846435
Slovenia,2021,100.0,100.0,100.0,100.0,7006.37879320462,45.7936298900004,1044095.0,23.1259365081787,98.3296966552734,99.1415405273438,39.1911125183105,30.8242111206055,99.6871490478516,99.7397918701172,30.0709190368652
Slovenia,2022,100.0,100.0,100.0,100.0,6730.81839858035,45.6051137061149,1058958.0,22.2955379486084,98.2980117797852,98.9072875976562,39.3728446960449,29.9545383453369,99.7306213378906,99.6892852783203,29.8897438049316
Slovenia,2023,98.2,100.0,100.0,100.0,6470.29113008916,45.5931855908048,1058463.0,17.52198505401615,72.187801361084,72.97467041015625,22.229397773742647,19.0896110534668,91.3160095214844,91.8085708618164,23.0988254547119
Solomon Islands,2021,8.8,76.3,75.4,79.2,2955.5365363178053,48.1374209976363,394292.0,3.5364396572113,37.588769912719755,41.39147758483885,23.3424520492554,20.53807067871095,60.852138519287095,52.683511734008746,3.109903872013094
Solomon Islands,2022,8.7,76.0,75.4,79.0,2955.5365363178053,47.9881178081791,410362.0,3.5364396572113,37.588769912719755,41.39147758483885,23.3424520492554,20.53807067871095,60.852138519287095,52.683511734008746,3.109903872013094
Solomon Islands,2023,8.75,81.3,81.3,81.2,2955.5365363178053,48.0267609165709,422706.0,3.5364396572113,37.588769912719755,41.39147758483885,23.3424520492554,20.53807067871095,60.852138519287095,52.683511734008746,3.109903872013094
South Africa,2021,88.7,89.3,93.4,87.4,3512.0627333448,46.3305259577606,25167040.0,12.9200000762939,83.0400009155273,84.879997253418,48.6100006103516,49.560001373291,87.0199966430664,89.0400009155273,13.0100002288818
South Africa,2022,89.4,86.5,93.4,87.1,3357.92464091342,46.4303621677625,26170358.0,10.5708084106445,76.0601959228516,78.2090301513672,15.1270332336426,13.623441696167,86.0569305419922,88.5138854980469,12.2236385345459
South Africa,2023,69.3,87.7,94.0,96.0,2733.033274795182,46.9377224270212,27346329.0,11.1641149520874,76.9785003662109,78.7042617797852,16.2778396606445,14.2619953155518,86.5508728027344,88.6752014160156,13.1484613418579
Spain,2021,100.0,100.0,100.0,100.0,5239.5199793554,46.7708715208445,23445165.0,22.1335792541504,81.084228515625,84.6579895019531,35.8322830200195,33.8744506835938,93.1941452026367,94.9775848388672,26.9198131561279
Spain,2022,100.0,100.0,100.0,100.0,5182.69523645187,46.6733503627834,23828133.0,22.1627388000488,81.5416717529297,85.0253372192383,36.4175987243652,33.9397201538086,93.590705871582,95.1544189453125,27.0949516296387
Spain,2023,98.25,100.0,100.0,100.0,5110.85174105768,46.9448728434836,24199271.0,36.31919860839845,75.73492050170901,79.35176849365234,49.3747138977051,50.487607955932646,93.2106246948242,95.2223739624023,34.176122665405245
Sri Lanka,2021,34.1,100.0,100.0,100.0,713.666726846001,32.8882949763279,8500316.0,0.870556175708771,80.6500015258789,83.2900009155273,25.696813583374052,20.39994049072265,86.2168960571289,88.8398971557617,0.661343932151794
Sri Lanka,2022,35.5,100.0,100.0,100.0,684.05392002164,33.2585609984405,8527218.0,1.0550582408905,81.120002746582,83.0899963378906,15.68737888336182,16.53923559188845,86.2683029174805,88.5122146606445,0.791702389717102
Sri Lanka,2023,72.5,100.0,100.0,100.0,8706.68710837352,33.2105214946521,8526051.0,32.4850654602051,92.32552719116211,93.7608871459961,38.1617431640625,36.09045124053955,98.2858428955078,98.67112731933595,35.311605453491204
St. Lucia,2021,93.1,100.0,100.0,100.0,2955.5365363178053,46.8187300089141,95355.0,3.5364396572113,37.6425361633301,40.5844841003418,12.257474184036274,16.8583450317383,58.5124740600586,51.356575012207,3.109903872013094
St. Lucia,2022,92.5,100.0,100.0,100.0,2955.5365363178053,46.0838877410809,101159.0,6.702869415283205,37.5350036621094,42.1984710693359,22.2962741851807,9.950604438781749,63.1918029785156,54.0104484558105,5.072596371173859
St. Lucia,2023,41.3,100.0,100.0,100.0,2955.5365363178053,46.2978397936871,101981.0,6.702869415283205,37.588769912719755,41.39147758483885,12.257474184036274,9.950604438781749,60.852138519287095,52.683511734008746,5.072596371173859
Suriname,2021,95.1,98.8,97.5,99.5,2955.18987013996,41.0602558929146,245337.0,6.702869415283205,41.09527015686035,46.490322113037095,6.318285703659075,8.5139398574829,49.44880294799805,55.01368713378905,5.072596371173859
Suriname,2022,95.5,99.0,97.0,100.0,2955.88320249565,41.290058014015,248733.0,11.30118799209595,56.5073585510254,56.6772575378418,6.318285703659075,8.5139398574829,73.2227020263672,75.991886138916,9.24321126937866
Suriname,2023,17.049999999999997,99.6,98.8,100.0,2955.5365363178053,41.4825617106603,252347.0,6.702869415283205,41.09527015686035,46.490322113037095,6.318285703659075,8.5139398574829,49.44880294799805,55.01368713378905,5.072596371173859
Sweden,2021,100.0,100.0,100.0,100.0,13017.9973503743,47.2323542656069,5522907.0,27.5063858032227,94.7414093017578,94.2133712768555,54.4576606750488,44.1910743713379,100.0,100.0,37.8494529724121
Sweden,2022,100.0,100.0,100.0,100.0,12418.3973191038,47.167795771586,5602668.0,28.4081382751465,94.9234924316406,94.123908996582,55.9418106079102,45.7203712463379,99.9862823486328,100.0,38.9912719726562
Sweden,2023,100.0,100.0,100.0,100.0,12121.7102390973,47.364341235668,5669759.0,32.9154815673828,91.61287307739255,92.5395584106445,49.53234481811525,42.74088287353515,98.11532592773435,98.53129959106445,40.123031616210895
Switzerland,2021,100.0,100.0,100.0,100.0,7315.37290974165,46.8119896362294,4987374.0,45.0184288024902,97.7458801269531,98.1810302734375,35.349308013916,45.0184288024902,99.6234664916992,99.7077026367188,35.349308013916
Switzerland,2022,100.0,100.0,100.0,100.0,7309.48578845284,46.7424530195269,4967649.0,44.9455337524414,97.873649597168,98.2827911376953,35.217960357666,44.9455337524414,99.6375427246094,99.6519546508789,35.217960357666
Switzerland,2023,97.55,100.0,100.0,100.0,7095.78533887978,46.8186826023507,5089291.0,45.9148368835449,98.0365600585938,98.3241653442383,28.238472938537598,31.310653686523402,99.6839752197266,99.6226043701172,36.7342910766602
Tajikistan,2021,85.2,99.6,99.8,98.9,1427.12263422116,39.8297432458001,2600308.0,8.476552724838255,23.56539916992185,39.2175359725952,4.4053850173950195,9.86609268188476,65.29464912414551,82.1287155151367,3.7350789308547947
Tajikistan,2022,86.1,100.0,100.0,99.0,1475.70932945677,39.7314291924562,2659187.0,3.59993290901184,39.8169984817505,46.21181201934815,2.742725133895875,4.36656332015991,85.90654373168945,92.43223571777341,2.36430525779724
Tajikistan,2023,39.25,100.0,100.0,100.0,2091.652099086135,39.7945975713003,2720221.0,3.59993290901184,59.566169738769545,68.86331939697271,2.742725133895875,4.36656332015991,94.51876831054685,98.09600830078125,2.36430525779724
Tanzania,2021,8.1,42.7,23.3,77.3,120.92869930568,49.1248914239078,29877664.0,21.183382511138923,57.440215110778794,66.0149154663086,36.47083377838133,33.292272567749,68.0556182861328,76.197868347168,24.609849452972398
Tanzania,2022,9.2,45.8,36.0,74.7,123.470486172843,48.9879875800505,30918000.0,3.309809923172,12.5732202529907,18.2996406555176,11.92487335205077,12.28929138183595,62.7696418762207,72.6069030761719,1.51076996326447
Tanzania,2023,54.6,48.3,27.9,82.4,7916.00260756483,48.9705856716908,31951809.0,30.45497608184815,68.02253150939944,70.24092292785645,21.54980850219725,18.74494981765745,95.70024871826169,95.79863739013675,30.487122535705602
Thailand,2021,85.3,100.0,100.0,99.8,2753.70621620221,45.6435884456132,40439671.0,20.480019569397,50.0710372924805,47.9351463317871,22.3233699798584,19.329984664917,66.8533401489258,74.1960830688477,27.039786338806152
Thailand,2022,86.1,99.9,100.0,100.0,2867.4155798463,45.8392322037323,40754978.0,14.8299999237061,51.1599998474121,56.4000015258789,23.8178405761719,20.9338073730469,69.4100036621094,77.4700012207031,19.6000003814697
Thailand,2023,92.65,100.0,100.0,100.0,7197.61242652256,45.8541326238565,40729354.0,30.1311836242676,51.9336051940918,56.7260437011719,23.8868293762207,20.694507598877,71.2167053222656,78.8803329467773,38.1059112548828
Timor-Leste,2021,16.4,100.0,100.0,100.0,2955.5365363178053,45.6962565796842,571456.0,11.815336227417,46.9296875,52.0851135253906,10.4178972244263,13.9850158691406,55.0048217773438,61.0632934570312,9.2096529006958
Timor-Leste,2022,17.7,99.7,100.0,100.0,2955.5365363178053,45.7003089598352,594252.0,1.59040260314941,35.2608528137207,40.8955307006836,2.21867418289185,3.0428638458252,43.8927841186523,48.9640808105469,0.935539841651917
Timor-Leste,2023,96.55,100.0,100.0,100.0,2955.5365363178053,45.8337758014203,602680.0,6.702869415283205,37.588769912719755,41.39147758483885,12.257474184036274,9.950604438781749,60.852138519287095,52.683511734008746,5.072596371173859
Togo,2021,11.0,55.7,24.7,96.3,161.515970426583,48.0790507038483,3047816.0,8.476552724838255,23.56539916992185,39.2175359725952,4.4053850173950195,9.86609268188476,65.29464912414551,82.1287155151367,3.7350789308547947
Togo,2022,11.9,57.2,25.0,96.5,191.864716012717,48.0377027641683,3157116.0,9.75323963165283,26.255350112915,52.4119758605957,3.32531976699829,10.9990587234497,52.221378326416,76.8500747680664,2.74154734611511
Togo,2023,81.25,59.2,30.5,95.0,1701.26803929628,48.0398789969448,3253141.0,8.476552724838255,23.56539916992185,39.2175359725952,4.4053850173950195,9.86609268188476,65.29464912414551,82.1287155151367,3.7350789308547947
Tonga,2021,87.6,100.0,100.0,100.0,2955.5365363178053,42.960760337928,35984.0,5.48247671127319,94.1549835205078,94.0618209838867,24.3886299133301,24.2177963256836,99.84423828125,100.0,5.28426790237427
Tonga,2022,89.5,100.0,100.0,100.0,2955.5365363178053,43.4121574237707,35649.0,3.5364396572113,65.89875984191895,67.32315254211426,23.3424520492554,20.53807067871095,79.1783561706543,75.6782875061035,3.109903872013094
Tonga,2023,100.0,100.0,100.0,100.0,51197.1346254028,44.1697721389355,35153.0,16.984816312789896,65.89875984191895,67.32315254211426,23.3424520492554,20.53807067871095,79.1783561706543,75.6782875061035,22.694299936294534
Turkiye,2021,95.2,100.0,100.0,100.0,3587.45836676577,32.0955466642628,33490693.0,22.6306686401367,43.0357894897461,59.7846412658691,18.4376373291016,22.6306686401367,76.8506622314453,93.5403671264648,18.4376373291016
Turkiye,2022,95.1,100.0,100.0,100.0,3554.2281621305,33.2107714375806,35081594.0,22.8418922424316,44.3571510314941,61.016773223877,19.1076641082764,22.8418922424316,77.2250366210938,93.8049392700195,19.1076641082764
Turkiye,2023,100.0,100.0,100.0,100.0,3522.5385379468,33.7733158299225,35554975.0,29.061674118042,73.76627349853521,80.8097724914551,39.97517204284665,38.19798278808595,78.4662857055664,94.2785263061523,34.9316120147705
Uganda,2021,0.7,45.2,35.9,72.3,84.2500903379653,48.09564486883,20084883.0,5.99678754806519,32.6903381347656,46.6981315612793,9.87834644317627,15.4138269424438,80.9695739746094,92.2135925292969,2.97589683532715
Uganda,2022,0.6,47.1,35.9,72.0,89.8701256209773,48.2247194587173,21366285.0,16.8373155593872,56.82879066467285,67.1177520751953,19.979273319244385,29.549204826354952,69.79407119750975,82.09970092773435,17.90681743621825
Uganda,2023,44.849999999999994,51.5,42.4,76.4,474.5892677663912,48.2857414368039,22045945.0,16.8373155593872,56.82879066467285,67.1177520751953,19.979273319244385,29.549204826354952,69.79407119750975,82.09970092773435,17.90681743621825
United Kingdom,2021,100.0,100.0,100.0,100.0,4568.580341577,47.9770696325641,34115633.0,38.2099990844727,99.7900009155273,99.8399963378906,38.2025680541992,35.03923416137695,100.0,100.0,40.939998626709
United Kingdom,2022,100.0,100.0,100.0,99.9,4323.34675694414,47.7428002846933,34567721.0,35.0792808532715,99.0031661987305,98.9367523193359,38.2025680541992,35.03923416137695,99.467155456543,99.4016189575195,36.627269744873
United Kingdom,2023,100.0,100.0,100.0,100.0,4144.03803950256,47.5395837224322,34877594.0,36.4908866882324,99.1117401123047,98.9811477661133,38.2025680541992,35.03923416137695,99.486213684082,99.5049133300781,37.7587814331055
United States,2021,100.0,100.0,100.0,100.0,12558.0118863007,45.1871646061113,167156631.0,33.926570892334,95.4242782592773,95.0670928955078,49.8460350036621,45.8285980224609,97.3503875732422,97.2186889648438,36.1168403625488
United States,2022,100.0,100.0,100.0,100.0,12997.1874485207,45.3048330640353,169115595.0,36.2400016784668,96.6500015258789,96.3300018310547,50.4369297027588,46.48879241943355,99.0999984741211,98.9499969482422,39.0099983215332
United States,2023,100.0,100.0,100.0,100.0,12715.9199652795,45.5675715992238,171333247.0,37.4134254455566,97.8671188354492,97.8290481567383,51.0278244018555,47.1489868164062,99.6151351928711,99.6895904541016,39.6601219177246
Uruguay,2021,100.0,100.0,100.0,100.0,3524.60259163687,46.4839120459757,1722127.0,22.710737228393548,62.5299987792969,59.2999992370605,39.2819786071777,30.3893747329712,92.5500030517578,91.5699996948242,29.980331420898402
Uruguay,2022,100.0,100.0,100.0,100.0,3589.8886229166,45.942897085336,1733922.0,18.1100006103516,64.620002746582,60.7099990844727,36.47083377838133,33.292272567749,93.25,92.4000015258789,25.4200000762939
Uruguay,2023,22.35,100.0,100.0,100.0,2163.1879251418018,46.7190843951169,1761109.0,2.18243408203125,63.2317161560059,59.2935447692871,17.0897464752197,12.1885824203491,93.1510848999023,92.3171081542969,1.151236176490786
